Eetcafé Koevoet;beide;Amsterdam;Noord-Holland;;;via Google-lijst 'Amsterdam';https://www.google.com/maps/place/Eetcaf%C3%A9+Koevoet/data=!4m2!3m1!1s0x47c609cfb8388407:0x5104afd33d78849e
Café De Figuranten;beide;Amsterdam;Noord-Holland;;;via Google-lijst 'Amsterdam';https://www.google.com/maps/place/Caf%C3%A9+De+Figuranten/data=!4m2!3m1!1s0x47c5e20eda6c6c05:0x20423304db5e6b18
Café de Wetering;beide;Amsterdam;Noord-Holland;;;via Google-lijst 'Amsterdam';https://www.google.com/maps/place/Caf%C3%A9+de+Wetering/data=!4m2!3m1!1s0x47c609ec73794b01:0xf09b8bcd06ee2808
Norma;beide;Amsterdam;Noord-Holland;;;via Google-lijst 'Amsterdam';https://www.google.com/maps/place/Norma/data=!4m2!3m1!1s0x47c5e3d2a34cfcdb:0xefd9e4027d04f3e
Café L'Affiche;beide;Amsterdam;Noord-Holland;;;via Google-lijst 'Amsterdam';https://www.google.com/maps/place/Caf%C3%A9+L'Affiche/data=!4m2!3m1!1s0x47c609e74ccd29ff:0x22cfd115e30dd2b5
Brouwerij Troost Westergas;beide;Amsterdam;Noord-Holland;;;via Google-lijst 'Amsterdam';https://www.google.com/maps/place/Brouwerij+Troost+Westergas/data=!4m2!3m1!1s0x47c609d59f202f33:0xb69968a46b41af9c
Café De Nieuwe Lelie;beide;Amsterdam;Noord-Holland;;;via Google-lijst 'Amsterdam';https://www.google.com/maps/place/Caf%C3%A9+De+Nieuwe+Lelie/data=!4m2!3m1!1s0x47c609dae1f566db:0x9ea740d782de0115
Glouglou;beide;Amsterdam;Noord-Holland;;;via Google-lijst 'Amsterdam';https://www.google.com/maps/place/Glouglou/data=!4m2!3m1!1s0x47c6098cf72e11f1:0x4bef95453b277e16
Snow Wok;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Snow+Wok/data=!4m2!3m1!1s0x47c3f78f63a0bb29:0x34b2254c8d6d7c90
Trattoria Pomodoro 60;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Trattoria+Pomodoro+60/data=!4m2!3m1!1s0x47c3f7eb70efc341:0x31e2fe06eba67d48
Himalaya Wok;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Himalaya+Wok/data=!4m2!3m1!1s0x47c3f7880208e89f:0xa64a0588ddb6e538
Mimas Gastentafel;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Mimas+Gastentafel/data=!4m2!3m1!1s0x47c3f783246f08c1:0xc51a441a3d3bcd3b
CAOS;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/CAOS/data=!4m2!3m1!1s0x47c3f76c540d373b:0x4398e99eed220214
Epoque;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Epoque/data=!4m2!3m1!1s0x47c3f793434d530f:0xee12a0444fb6c726
Chimichurri;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Chimichurri/data=!4m2!3m1!1s0x47c3f7fb395b0725:0x48df7bf6d2f65d9b
Normo;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Normo/data=!4m2!3m1!1s0x47c3f65806d5fdc1:0xcc87a76fe2b4acb0
De Kroon Van Hopland🍺;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/De+Kroon+Van+Hopland%F0%9F%8D%BA/data=!4m2!3m1!1s0x47c3f6fdd5116c59:0x96b4346b560b2e86
Spiridon bar | eatery;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Spiridon+bar+%7C+eatery/data=!4m2!3m1!1s0x47c3f7236615a809:0xf7f41fea49861a6d
Nicoletta;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Nicoletta/data=!4m2!3m1!1s0x47c3f6f17efa5e39:0x2458418df0d2624f
Café Tsjaplin;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Caf%C3%A9+Tsjaplin/data=!4m2!3m1!1s0x47c3f764da8c4959:0xd53a74e35748ce9
Den Dorpel;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Den+Dorpel/data=!4m2!3m1!1s0x47c3f9d8f9e477eb:0x956f31489cef4f24
Cafe Betty;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Cafe+Betty/data=!4m2!3m1!1s0x47c3f76ef6afe261:0xd5203102841c853c
Samenloop;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Samenloop/data=!4m2!3m1!1s0x47c3f77f89e98587:0xc8234b55b1412757
BNTB VZW;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/BNTB+VZW/data=!4m2!3m1!1s0x47c3f73efd4f67fd:0xd2605f11aa348e08
Aari Thai;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Aari+Thai/data=!4m2!3m1!1s0x47c3f7ea0e4b739f:0xff81e31dca4a887f
TRATT. by Cannolo;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/TRATT.+by+Cannolo/data=!4m2!3m1!1s0x47c3f70034641561:0x6d7861b565e412d1
Pazzo;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Pazzo/data=!4m2!3m1!1s0x47c3f6574545e379:0x3a7fb068d71aa4d
Potala Kitchen;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Potala+Kitchen/data=!4m2!3m1!1s0x47c3f721f5719379:0xdc8e3e6736ea47de
Nakhon Thai - Restaurant & Take Away;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Nakhon+Thai+-+Restaurant+%26+Take+Away/data=!4m2!3m1!1s0x47c3f6586c722027:0xf0c2a1aa04452e23
Lhasa Wok;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Lhasa+Wok/data=!4m2!3m1!1s0x47c3f6ffad0007f1:0x45c252e25151c8ff
Biercafe De Jordaan;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Biercafe+De+Jordaan/data=!4m2!3m1!1s0x47c3f6e8de6f4005:0xba693138f110ce69
La Senda Antwerpen;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/La+Senda+Antwerpen/data=!4m2!3m1!1s0x47c3f7002170a95d:0xce09e272cae04b41
Bar AMI;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Bar+AMI/data=!4m2!3m1!1s0x47c3f6f9cc398d67:0x16e9a4a0f84041ff
Kolonel Coffee Roastery - location North;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Kolonel+Coffee+Roastery+-+location+North/data=!4m2!3m1!1s0x47c3f770072e0a0d:0xf72d9a019bab642b
Brandbar;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Brandbar/data=!4m2!3m1!1s0x47c3f721178d411b:0x5d44d137a39596c
Patio 25;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Patio+25/data=!4m2!3m1!1s0x47c3f7001bc97a43:0xfc98c3c62125a9b7
Bar Ven;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Bar+Ven/data=!4m2!3m1!1s0x47c3f943b6811263:0x7ac6999b60e72186
RUBY.;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/RUBY./data=!4m2!3m1!1s0x47c3f7002ec3b711:0x8354060b896eeb6
Taqueria Rico;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Taqueria+Rico/data=!4m2!3m1!1s0x47c3f7f1d20298dd:0xf69f1ec12dbc6832
Ho Chan House;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Ho+Chan+House/data=!4m2!3m1!1s0x47c3f701a20e2b55:0x3f1fd42b5b0b2c77
Café Josee;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Caf%C3%A9+Josee/data=!4m2!3m1!1s0x47c3f75d41e589c1:0x720d8a38893de12b
Bistro Rocco;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Bistro+Rocco/data=!4m2!3m1!1s0x47c3f73309d46533:0x7f6813a5e85aff63
Bar Ziek;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Bar+Ziek/data=!4m2!3m1!1s0x47c3f775b3482591:0xdabfba2687d3d2c8
salvo;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/salvo/data=!4m2!3m1!1s0x47c3f700069b7c67:0x336ec41065dab45d
Fong Mei;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Fong+Mei/data=!4m2!3m1!1s0x47c3f70064f3c57b:0x98eb928897b02d34
Somista;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Somista/data=!4m2!3m1!1s0x47c3f79a27d4d687:0xbd61660dfda8b6f6
Kestè;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Kest%C3%A8/data=!4m2!3m1!1s0x47c3f769d29359fb:0xe1941e6607e4f719
Lunsjes;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Lunsjes/data=!4m2!3m1!1s0x47c3f7931b6a0c4b:0xf5f05c97956796c
Aahaar Delux;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Aahaar+Delux/data=!4m2!3m1!1s0x47c3f7021399a97b:0xff302fcaa4d24cbb
Tap Out;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Tap+Out/data=!4m2!3m1!1s0x47c3f72172899eff:0x80896dd8b2e0d6ae
Lina's;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Lina's/data=!4m2!3m1!1s0x47c3f0a91bc13cab:0xc1a0c80f41c56774
Perruche;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Perruche/data=!4m2!3m1!1s0x47c3f6fb615e4577:0xa3b3c1b1df254a21
Cornichon;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Cornichon/data=!4m2!3m1!1s0x47c3f7591c02676b:0x1e9a95a25feb9f48
Café Kamiel;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Caf%C3%A9+Kamiel/data=!4m2!3m1!1s0x47c3f6dcddff85bf:0x303e0ace5be2ca5f
Restaurant Qin;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Restaurant+Qin/data=!4m2!3m1!1s0x47c3f7b3684a873f:0x23db05a94012c101
Stan Lee;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Stan+Lee/data=!4m2!3m1!1s0x47c3f74857cb3537:0x1f5d813720279fb2
Cinema Rix;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Cinema+Rix/data=!4m2!3m1!1s0x47c3f79be9bcf999:0x7ddea59101722bc3
Particolare;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Particolare/data=!4m2!3m1!1s0x47c3f7d22eab50f3:0x886918103b9203fb
Café Service;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Caf%C3%A9+Service/data=!4m2!3m1!1s0x47c3f7007664fc1f:0x982af15ffc2bfecd
Briquet;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Briquet/data=!4m2!3m1!1s0x47c3f7ff79bde4d1:0xc11877489a7356bc
café Plaza Real;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/caf%C3%A9+Plaza+Real/data=!4m2!3m1!1s0x47c3f70c7d053e67:0xd7d712b513c4789e
ESSEN;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/ESSEN/data=!4m2!3m1!1s0x47c3f7cfc78e5f03:0xf160512ca20fecaf
Falafel King;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Falafel+King/data=!4m2!3m1!1s0x47c3f78deaefe0f1:0xf445ccb92b5e2d26
Si Bon;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Si+Bon/data=!4m2!3m1!1s0x47c3f7970f7487b7:0x3aab2625bd156750
restaurant Veranda;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/restaurant+Veranda/data=!4m2!3m1!1s0x47c3f716744bf285:0x76b5d53e1f8f3e06
DenWittenHert;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/DenWittenHert/data=!4m2!3m1!1s0x47c3f77809382ea5:0x1112cd00f64b4b86
Bar Stark;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Bar+Stark/data=!4m2!3m1!1s0x47c3f77c1fc90ba5:0xe3b57ed86e3d1071
Bar Leon;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Bar+Leon/data=!4m2!3m1!1s0x47c3f774ab03ba87:0x1b238c73768e2cf8
De Duifkens;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/De+Duifkens/data=!4m2!3m1!1s0x47c3f6fbc185e0a5:0xd98f7f43f354b036
Korsakov;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Korsakov/data=!4m2!3m1!1s0x47c3f6fac1760165:0x17fc8dae6ab093cd
de Pallieter;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/de+Pallieter/data=!4m2!3m1!1s0x47c3f6fac69acedf:0xf011c736c7cc4c45
Café Het Anker;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Caf%C3%A9+Het+Anker/data=!4m2!3m1!1s0x47c3f722d4867e37:0xb704aae578ede3f3
ANDY ROASTERS;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/ANDY+ROASTERS/data=!4m2!3m1!1s0x47c3f7e6ef02d59d:0x6ec709a1b483754c
Caffenation Specialty Coffee Roastery and Bar;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Caffenation+Specialty+Coffee+Roastery+and+Bar/data=!4m2!3m1!1s0x47c3f71f2e0d7c39:0xb215b7cfb095bbd1
Bar Brul;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Bar+Brul/data=!4m2!3m1!1s0x47c3f76822f07887:0x9a9cbf669dffc546
Café Mombasa;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Caf%C3%A9+Mombasa/data=!4m2!3m1!1s0x47c3f70ef27a0775:0x3e358f92e75eb291
Bar Bakeliet;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Bar+Bakeliet/data=!4m2!3m1!1s0x47c3f70fee56a231:0xa423b90048923a67
beautiful planet;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/beautiful+planet/data=!4m2!3m1!1s0x47c3f7007ec0a181:0x980f426ab6edee8d
Café De Seefhoek;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Caf%C3%A9+De+Seefhoek/data=!4m2!3m1!1s0x47c3f742b70ce065:0xe889d6139bd1c02e
Café Zeppelin;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Caf%C3%A9+Zeppelin/data=!4m2!3m1!1s0x47c3f7adfed78445:0x7f639223a208a356
ZIGZAG;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/ZIGZAG/data=!4m2!3m1!1s0x47c3f7aeb5de8e01:0x504e3dcd7bfc3238
lichtkaai;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/lichtkaai/data=!4m2!3m1!1s0x47c3f73e9196a111:0xce9c9a40393a2638
De Ware Jacob;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/De+Ware+Jacob/data=!4m2!3m1!1s0x47c3f6f42c5e685f:0x19de682e27a77301
Chatleroi;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Chatleroi/data=!4m2!3m1!1s0x47c3f6ec8bd8a15b:0x356bd77fbdbd181
Witzli-Poetzli;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Witzli-Poetzli/data=!4m2!3m1!1s0x47c3f6f64dacc799:0xbcd75c87122de72b
Den Draak;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Den+Draak/data=!4m2!3m1!1s0x47c3f71136ece059:0x1c62e20daa9c8d3d
Café Des Arts;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Caf%C3%A9+Des+Arts/data=!4m2!3m1!1s0x47c3f73d8858e79d:0x729deb0ae356d60c
Gitanes;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Gitanes/data=!4m2!3m1!1s0x47c3f716b5141683:0x28b68f2704d8f697
Café Ons Huis;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Caf%C3%A9+Ons+Huis/data=!4m2!3m1!1s0x47c3f7412ef44975:0x6852345383364fa9
Vrij België;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Vrij+Belgi%C3%AB/data=!4m2!3m1!1s0x47c3f7440f0aa283:0xe5e49a4a80a86324
Cantaloop;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Cantaloop/data=!4m2!3m1!1s0x47c3f726c2f472bb:0x25b06eef047aa524
Foxy;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Foxy/data=!4m2!3m1!1s0x47c3f7276eebc9ff:0x956ca6b54a2204ef
Mr. Pickles Coffee & Bar;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Mr.+Pickles+Coffee+%26+Bar/data=!4m2!3m1!1s0x47c3f7f4dbe5729b:0x4bbd8ba040a667b
Bar Paniek;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Bar+Paniek/data=!4m2!3m1!1s0x47c3f64fb86dd9d1:0x46b4cb45413c0c68
Café De Kat;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Caf%C3%A9+De+Kat/data=!4m2!3m1!1s0x47c3f6f7ee44489b:0xbf2123dceeab4b1d
Cafe Rood Wit;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Cafe+Rood+Wit/data=!4m2!3m1!1s0x47c3f722bc6a86a9:0x523be64af3e83951
Flisvos;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Flisvos/data=!4m2!3m1!1s0x47c3f7587f9c1c0f:0xff688f835efb119f
zomerbar Café Kamyon;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/zomerbar+Caf%C3%A9+Kamyon/data=!4m2!3m1!1s0x47c3f68c216271fb:0x4a5fa39d0ba726
El Gato Gordo;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/El+Gato+Gordo/data=!4m2!3m1!1s0x47c3f79c045beb13:0x138fe8b8104f9613
Café Commercial;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Caf%C3%A9+Commercial/data=!4m2!3m1!1s0x47c3f7a57a18cd9b:0x238cee5ebd8e28c8
Brandstof;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Brandstof/data=!4m2!3m1!1s0x47c3f16f10d12481:0x9b19aaee9f7ee8c3
Zomsa Cafe;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Zomsa+Cafe/data=!4m2!3m1!1s0x47c3f7e101e72ba5:0x3dd65bbf0e9e1f7b
Borze Café;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Borze+Caf%C3%A9/data=!4m2!3m1!1s0x47c3f715f28f0cab:0xc9484e9e934bdd29
Brusketta;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Brusketta/data=!4m2!3m1!1s0x47c3f6dc1b2e1f4f:0x51053fd8f635ed25
SPIL;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/SPIL/data=!4m2!3m1!1s0x47c3f7aeefcb45d5:0xfa00402f9a80b1c
Fuji-San;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Fuji-San/data=!4m2!3m1!1s0x47c3f6932227a2ff:0xd9224bab35b5c744
Amber Bottle Shop;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Amber+Bottle+Shop/data=!4m2!3m1!1s0x47c3f70f29036b0f:0x4118763f16b72442
Restaurantje Den Beer;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Restaurantje+Den+Beer/data=!4m2!3m1!1s0x47c3f7a62ad1339f:0x194513f228e6fc9b
سناك شباب العراق;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/%D8%B3%D9%86%D8%A7%D9%83+%D8%B4%D8%A8%D8%A7%D8%A8+%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%E2%80%AD/data=!4m2!3m1!1s0x47c3f7aa1fc748ed:0x6bd0fbdc94b3c1dd
Café de Zwoele Zwaluw;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Caf%C3%A9+de+Zwoele+Zwaluw/data=!4m2!3m1!1s0x47c3f7aa5f4b221d:0x169e886b4bf3059d
Tavuk Diyari Antwerpen;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Tavuk+Diyari+Antwerpen/data=!4m2!3m1!1s0x47c3f70a3ed5c357:0x7ae5118c38ad90b
Sultan Snacks;beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/Sultan+Snacks/data=!4m2!3m1!1s0x47c3f78a459e7ab3:0xb440eb30a2cbe917
wanli.ktchen 萬里小廚(原st.annafood 阿里饼店);beide;Antwerpen;Antwerpen;;;via Google-lijst 'Antwerpen';https://www.google.com/maps/place/wanli.ktchen+%E8%90%AC%E9%87%8C%E5%B0%8F%E5%BB%9A(%E5%8E%9Fst.annafood+%E9%98%BF%E9%87%8C%E9%A5%BC%E5%BA%97)/data=!4m2!3m1!1s0x47c3f700f0eb4061:0x2a5c7397327f102a
